"","ensembl_id","type","str","symbol","length","chr","total","non_zero","Schizophrenia.A162a","Schizophrenia.A162b","Schizophrenia.A162c","Schizophrenia.A128a","Schizophrenia.A128b","Schizophrenia.A128c","Schizophrenia.A212a","Schizophrenia.A212b","Schizophrenia.A212c","Schizophrenia.A67a","Schizophrenia.A67b","Schizophrenia.A67c","Normal.B272a","Normal.B272b","Normal.B272c","Normal.B190a","Normal.B190b","Normal.B190c","Normal.B367a","Normal.B367b","Normal.B367c","Normal.B226a","Normal.B226b","Normal.B226c","FoldChange","p.value"
"31626","ENSG00000104714.9","protein_coding","-","ERICH1",2352,"chr8",48,48,2.35993,3.27077,4.1055,4.825,5.16519,2.62526,4.52524,4.45685,4.25233,4.0812,4.45318,3.71776,5.32111,4.1579,5.40762,5.67877,4.91595,5.38824,4.62599,3.32797,4.46243,6.66403,4.64919,6.2306,0.786427211662705,0.00658795836560707
"31641","ENSG00000120889.8","protein_coding","-","TNFRSF10B",4146,"chr8",48,48,18.1053,22.791,25.5376,20.8762,23.742,11.7222,19.3523,21.1749,25.6354,19.4908,19.9323,17.1246,27.7388,24.5728,25.2389,21.8275,24.9812,21.5668,31.3723,24.3143,24.64,29.933,23.9345,18.3305,0.82253009375756,0.00831174566745782
"31651","ENSG00000120992.13","protein_coding","-","LYPLA1",2574,"chr8",48,48,8.42019,12.8006,11.4517,8.94933,11.0732,11.7621,12.6593,10.2377,14.6724,14.9979,12.5908,12.4438,11.1042,12.7926,11.6793,13.6079,14.1718,14.0184,15.6912,13.0853,14.5433,14.0971,16.5612,11.5189,0.872216941976236,0.0304235529040512
"31659","ENSG00000127589.4","pseudogene","+","TUBBP1",1646,"chr8",48,48,1.28463,0.881824,0.926278,1.13194,0.851612,1.3311,0.79584,1.23831,1.4057,1.39454,1.43256,1.27035,1.64399,2.18098,1.75615,1.15921,1.0883,1.4971,1.00154,1.15282,1.27529,1.69576,1.81181,1.65638,0.778192265000979,0.0150503354042341
"31710","ENSG00000147419.12","protein_coding","-","CCDC25",3625,"chr8",48,48,17.4993,14.735,15.4218,11.0272,12.2882,13.2971,14.9515,17.1495,14.8864,15.3411,14.5224,11.9823,17.2158,13.4547,16.2273,20.3026,15.2292,16.5576,17.2357,15.3767,13.5599,20.316,19.2928,15.0422,0.866329847530535,0.0198986371948958
"31715","ENSG00000147439.7","protein_coding","-","BIN3",2397,"chr8",48,48,7.71874,8.96201,7.77416,8.69155,8.05718,6.73077,7.10446,7.7138,6.41444,8.57503,7.36651,8.60443,10.2308,8.4179,8.62241,7.73279,8.28854,9.17896,8.32176,9.20275,7.80861,9.04701,8.34316,9.09935,0.898546839301651,0.00927485552471866
"31723","ENSG00000147481.9","protein_coding","+","SNTG1",3773,"chr8",48,48,2.83717,3.6162,3.05317,2.3793,2.97218,2.16444,4.33989,1.96796,2.07712,3.11102,2.81961,4.48398,1.47923,2.95284,1.07259,2.60083,2.84868,2.05266,2.66527,2.51464,2.54996,1.47958,1.58083,2.07749,1.38444806876242,0.0113964034926226
"31759","ENSG00000147724.7","protein_coding","-","FAM135B",6962,"chr8",48,48,2.33484,2.3559,1.53298,2.53023,1.90158,1.60215,0.799669,1.15017,0.900544,1.13149,1.38629,1.51537,1.19034,1.13797,1.51548,0.783054,0.865474,1.33997,0.284148,0.170349,0.37689,0.801846,1.46986,0.807697,1.78172521878739,0.0034307064117359
"31762","ENSG00000147804.5","protein_coding","-","SLC39A4",2595,"chr8",48,45,0.509271,0.223735,0.326408,0.326357,0.300097,0.53729,0.252399,0.0561042,0.143811,0.341758,0.253582,0.109879,0.130347,0.0954063,0.111392,0.262602,0.12551,0.271315,0.127055,0.0914041,0.0674094,0.248219,0.247872,0.196994,1.7112867875479,0.0237343664511064
"31763","ENSG00000147813.11","protein_coding","-","NAPRT1",2147,"chr8",48,48,4.30876,1.82534,2.36711,3.78677,2.10376,3.89642,3.81332,5.62832,2.64205,3.08588,3.67794,3.36443,2.04809,1.03783,1.27903,3.80877,2.04794,3.03334,2.45706,2.32001,2.19983,0.900041,1.08943,2.22226,1.65687740908869,0.0027298411517943
"31774","ENSG00000155090.10","protein_coding","-","KLF10",4003,"chr8",48,48,1.55167,2.28437,2.28527,3.97743,3.77412,2.04008,2.37251,3.12785,2.75953,2.46311,2.45212,1.92322,4.30945,4.36032,2.92456,3.84732,3.33591,2.46237,3.78879,3.25897,3.05894,2.62822,3.22834,2.85205,0.774212812106481,0.0120201978362107
"31800","ENSG00000156735.6","protein_coding","+","BAG4",4464,"chr8",48,48,2.99009,5.69018,5.04727,3.52873,5.09399,2.67716,3.52138,3.94633,5.70151,4.2305,4.41006,4.30088,4.92523,5.60159,3.94999,4.48806,6.09226,6.0328,5.46557,5.36661,5.48608,4.8579,5.58031,4.12257,0.825220751611653,0.0179366488210793
"31822","ENSG00000160959.3","protein_coding","+","LRRC14",5392,"chr8",48,48,9.06856,10.1216,8.26294,8.67,8.31901,7.42496,9.56591,9.36941,7.54408,8.27225,8.72593,10.9993,8.78245,9.41279,10.4002,8.84675,9.63445,8.68327,8.43835,10.7775,8.82423,11.3089,11.2027,11.3768,0.903606124614331,0.0448025726129173
"31833","ENSG00000164743.4","protein_coding","+","C8orf48",1445,"chr8",48,48,2.46935,2.71211,2.34472,2.10991,1.509,3.03251,3.28621,2.31736,1.49792,2.16616,2.80826,2.56523,1.63858,1.11368,2.20047,2.16933,1.57778,1.70534,1.71128,1.80563,1.57374,1.48588,1.9829,0.825465,1.45622186879029,0.000918588427516619
"31837","ENSG00000164756.8","protein_coding","+","SLC30A8",5564,"chr8",48,48,0.285023,0.391305,0.274021,2.37448,1.98747,1.75411,0.676872,0.915827,1.03291,0.553187,1.21225,1.26408,3.34359,3.13701,3.1431,2.89042,2.01952,2.81549,1.98512,1.19364,2.04354,1.35062,0.588537,0.612508,0.506368144529963,0.00765651550606992
"31866","ENSG00000164949.3","protein_coding","-","GEM",2218,"chr8",48,48,0.774584,0.785293,0.992911,1.45095,1.47464,1.52664,2.14093,1.57537,2.15366,2.1874,2.91739,1.79977,1.29627,1.50691,1.88972,3.01093,1.39501,2.61881,3.93924,4.17067,2.36602,1.83926,3.03186,2.3816,0.671715563585238,0.0243287210305793
"31894","ENSG00000168300.9","protein_coding","-","PCMTD1",5471,"chr8",48,48,5.41088,7.34894,8.17459,5.44887,6.69007,5.461,6.07568,5.82787,7.63978,5.25403,5.6531,4.65584,5.06973,4.8647,4.96651,6.60153,5.89366,6.33798,5.30327,5.15921,5.37156,3.1396,4.9059,4.36044,1.18824899244184,0.0264473247812747
"31902","ENSG00000168495.8","protein_coding","+","POLR3D",5574,"chr8",48,48,4.74187,7.10898,6.71667,5.71283,7.48854,5.00275,5.93403,5.11943,6.69518,5.84952,6.91612,6.51368,7.64612,7.26215,7.90849,5.4526,7.5377,7.6103,6.59532,7.23411,9.22653,7.39581,7.14419,6.84778,0.839957614917182,0.00373909153774216
"31914","ENSG00000169427.2","protein_coding","-","KCNK9",1555,"chr8",48,48,1.01985,2.05354,1.96097,0.98033,1.70274,1.79327,4.31737,1.49804,2.73592,2.48261,2.68014,4.58417,2.82781,6.05017,2.60248,3.24293,3.45597,5.0937,5.19474,6.10144,3.4873,2.20923,0.676885,1.97247,0.647998811607796,0.0468362160212885
"31915","ENSG00000169436.12","protein_coding","-","COL22A1",6346,"chr8",48,48,6.93475,7.68513,6.3267,3.60325,4.6141,3.32701,3.89621,4.58841,4.58695,4.79265,6.79198,4.83763,2.74502,2.00919,2.27751,3.50069,3.2847,2.91233,1.89636,1.90622,1.6539,4.53374,4.64412,4.10828,1.74742515658803,0.000320245799419341
"31920","ENSG00000169946.9","protein_coding","+","ZFPM2",5280,"chr8",48,48,0.0750886,0.274902,0.449182,0.352873,0.501469,0.603579,0.837328,0.441183,0.296855,1.14612,0.810093,0.864047,0.608594,0.914356,0.328479,0.387189,1.44961,0.333363,0.843001,0.988307,0.695734,1.05728,1.26254,1.54909,0.638607356840284,0.0486626687949098
"31953","ENSG00000173295.3","pseudogene","+","FAM86B3P",2829,"chr8",48,48,0.840865,1.12876,0.838347,1.43694,1.26626,1.76017,0.983969,1.02927,0.870644,0.700742,1.24057,0.671935,1.97283,1.44399,1.48158,1.54164,1.26641,2.11543,1.282,1.08997,1.29851,2.27688,1.92231,1.56606,0.663035132604721,0.00107254866104642
"31954","ENSG00000173334.3","protein_coding","+","TRIB1",3910,"chr8",48,48,5.27272,5.04863,6.10901,5.41494,6.21408,3.71873,2.93148,6.14384,4.90587,5.60377,5.48371,6.1986,5.19054,7.12345,5.47073,5.96053,6.53897,5.8972,5.52322,7.34026,7.65028,6.91903,5.60825,7.01646,0.826944820309627,0.00889282173246094
"31976","ENSG00000176731.7","protein_coding","-","C8orf59",1361,"chr8",48,48,19.4204,14.0776,22.156,14.4364,13.6181,25.4647,20.453,20.1109,16.0134,16.329,15.472,14.4558,13.5449,13.3704,12.4248,19.327,14.7175,14.4848,12.4761,12.7224,12.8529,13.094,18.0023,15.1494,1.23140854928224,0.0173276762874226
"31999","ENSG00000178814.11","protein_coding","-","OPLAH",4008,"chr8",48,48,0.131892,0.0724293,0.295869,0.380343,0.0777198,0.198783,0.28598,0.508549,0.372445,0.624771,0.232592,0.331994,0.421969,0.247085,0.360606,0.374051,0.446942,0.351329,0.616967,0.17754,0.392801,0.696414,0.8462,0.977842,0.59450390930507,0.0292660197578706
"32002","ENSG00000179041.2","protein_coding","+","RRS1",1704,"chr8",48,48,6.2045,5.70712,7.05858,5.26825,6.76381,6.31208,5.28517,3.75938,3.85454,6.33736,5.5352,6.07977,8.03939,5.37584,6.36139,8.47817,7.74108,4.95819,6.48191,7.0991,4.92753,10.3323,9.50567,7.29998,0.787128488213989,0.0161390818128331
"32015","ENSG00000180543.3","protein_coding","-","TSPYL5",4460,"chr8",48,48,9.57093,11.7485,16.5987,11.8869,13.4448,10.8076,13.988,10.0542,13.4047,15.6973,11.9387,13.0847,9.13882,8.5487,8.26353,7.73128,10.3698,8.68239,9.05585,6.86053,7.29518,8.23214,9.13841,9.89541,1.47487667136509,1.91351339024438e-05
"32610","ENSG00000253764.1","lincRNA","-","RP11-439C15.4",557,"chr8",48,48,1.18632,2.60589,2.12898,2.12864,3.07586,0.357596,2.3518,1.30692,1.474,4.12102,6.00549,2.21829,2.12545,3.5559,2.85429,4.64905,7.01685,3.79208,4.14353,3.40673,2.19837,5.78213,9.76339,7.34217,0.511404497338334,0.00944436837586881
"32902","ENSG00000271698.1","protein_coding","-","TMEM249",1596,"chr8",48,48,1.15926,0.90945,1.69831,1.80416,1.36623,1.3728,1.02597,1.55077,1.44973,1.14404,0.996413,0.893282,1.27162,0.930749,0.905582,1.45172,1.32647,0.551428,0.516458,1.18894,0.548018,0.40359,0.915967,0.854134,1.41471452991327,0.0106688502971558
"32909","ENSG00000271927.1","lincRNA","+","CTD-2541M15.4",2450,"chr8",48,48,1.40247,2.31052,2.42009,1.52096,2.22501,1.46337,1.26985,0.594247,1.61462,1.42665,1.23104,1.12503,1.10449,1.61684,0.884883,0.945689,1.32938,1.58055,1.21117,1.16176,1.21378,0.788729,0.930832,0.486856,1.40353938476913,0.0231856105668781
"32913","ENSG00000271966.1","lincRNA","+","RP11-7F18.2",1113,"chr8",48,48,2.13729,1.69535,1.67427,1.82619,1.67925,2.1475,1.61831,1.96213,1.94474,1.96862,2.02005,1.62251,1.21563,1.33466,1.818,1.71435,2.34105,1.7396,1.62928,1.49178,1.72884,0.578732,1.47108,1.37789,1.20906353120012,0.0291714889226747
"32926","ENSG00000272338.1","lincRNA","-","RP11-722E23.2",573,"chr8",48,48,2.53702,2.78644,4.13906,1.7736,1.90271,0.695222,2.5719,1.52451,0.911807,0.728354,1.05272,1.99048,1.18063,2.16038,1.26118,2.37854,0.852615,0.614366,0.575405,0.41395,0.610567,1.49885,1.22461,1.18953,1.619829072098,0.0498244623261212
"32927","ENSG00000272343.1","lincRNA","+","RP11-140I16.3",486,"chr8",48,48,3.53503,5.0772,5.57715,2.78814,3.20474,3.2787,3.36922,2.99569,2.76437,1.61014,1.354,2.54236,1.73997,1.52827,2.37911,4.2065,2.34557,3.62172,2.03523,1.95221,2.51953,0.883579,1.2032,1.75308,1.4558539105576,0.0360221619628763
"32997","ENSG00000106785.10","protein_coding","-","TRIM14",4943,"chr9",48,48,0.160416,0.117458,0.205631,0.0342665,0.0945279,0.201478,0.364391,0.147269,0.301994,0.401052,0.288441,0.365337,0.102645,0.475825,0.350874,0.358442,0.296509,0.3917,0.200105,0.383886,0.247722,0.694994,0.709796,0.482621,0.571287202731177,0.0148478352794504
"33048","ENSG00000107341.4","protein_coding","+","UBE2R2",4075,"chr9",48,48,37.4577,43.491,44.1495,35.3722,37.5712,37.2945,33.3515,34.8345,38.6102,36.2042,35.5802,38.2047,35.0701,39.8253,40.0785,34.9506,41.9612,39.6953,40.0098,42.7239,39.1065,47.0517,44.183,41.9413,0.929149201844976,0.0466434379532495
"33074","ENSG00000119431.5","protein_coding","-","HDHD3",2105,"chr9",48,48,5.52481,5.37841,6.67966,7.24187,5.99325,8.04294,6.14526,6.63975,5.14133,5.99751,7.5287,7.40495,4.74032,5.64551,6.24813,5.24443,5.18333,6.35496,4.38565,3.83115,4.90295,6.01799,5.66697,5.5046,1.21957210864829,0.00290993025719473
"33133","ENSG00000130707.13","protein_coding","+","ASS1",2068,"chr9",48,48,3.06745,2.59695,2.62137,4.09524,3.76573,3.85263,4.67161,3.87208,4.18665,1.58927,1.90922,1.33284,8.91423,4.48947,4.61269,3.49294,2.36242,3.23433,2.39149,3.21152,6.25949,7.26774,3.19522,9.3934,0.63852236823361,0.0384881839888001
"33135","ENSG00000130713.11","protein_coding","+","EXOSC2",2040,"chr9",48,48,15.9364,14.0168,15.2798,12.2053,13.8954,13.8646,12.04,13.2031,14.7812,13.528,16.2629,14.0704,12.8502,15.9592,15.2324,11.6916,15.8858,19.0684,15.5156,17.3244,13.6341,24.7337,21.011,16.5388,0.847771217356948,0.0387393556750642
"33150","ENSG00000135018.9","protein_coding","-","UBQLN1",4118,"chr9",48,48,23.3632,27.2814,29.2079,47.5479,48.9037,48.0298,43.0633,47.3399,55.4981,54.6134,51.1351,53.3389,47.6408,50.8325,51.5229,48.4199,50.2231,53.9417,60.6891,57.6568,56.0719,51.4615,48.4076,50.6482,0.843520483939852,0.0318208645919953
"33152","ENSG00000135045.6","protein_coding","-","C9orf40",2327,"chr9",48,48,2.83962,2.68215,2.62081,2.11087,2.07489,2.82466,2.32211,2.81546,2.50183,2.71267,2.56865,2.32814,2.18038,2.87264,2.91919,3.0456,3.2192,2.7987,3.18797,3.05793,2.70623,3.87529,3.79449,4.17395,0.803610846708186,0.00319051598390843
"33165","ENSG00000136811.12","protein_coding","+","ODF2",4743,"chr9",48,48,16.6066,15.3013,18.0014,21.034,16.8787,14.7402,16.364,14.7033,17.137,18.5884,18.1634,14.4882,21.6086,19.2353,18.0092,18.5916,17.957,21.4871,16.0578,17.7533,19.8052,20.0993,21.3164,17.5322,0.880382910661443,0.00631913044200774
"33213","ENSG00000136940.9","protein_coding","-","PDCL",2813,"chr9",48,48,10.1947,10.5262,11.5025,9.6943,12.0702,10.1254,9.77924,9.16086,10.5602,12.0175,11.6185,14.6301,12.5055,13.5979,11.4577,11.8219,12.6204,11.3256,13.9478,11.8049,10.9446,13.968,12.8259,11.2671,0.890553747688019,0.0190730077399399
"33262","ENSG00000147996.12","protein_coding","-","CBWD5",2744,"chr9",48,48,2.07096,1.5869,1.29647,1.17282,1.81633,1.74211,2.08857,1.53867,1.38722,1.14071,1.29898,1.62796,1.9723,1.21805,1.58015,1.39072,1.30564,0.705603,1.80233,1.12373,1.40248,0.391235,0.724549,0.869386,1.29555956566306,0.0426191988217589
"33283","ENSG00000148218.11","protein_coding","-","ALAD",3360,"chr9",48,48,16.4408,13.7804,13.4617,14.6695,13.7672,10.7297,13.4991,16.3789,13.928,14.4395,13.8398,11.4563,16.6105,14.0737,14.0229,11.7226,11.7775,12.1011,11.1374,11.0126,11.766,10.6716,11.2774,10.9543,1.13092920702846,0.0310056007696839
"33286","ENSG00000148229.8","protein_coding","-","POLE3",2191,"chr9",48,48,30.2794,33.72,31.4688,30.4589,35.6143,30.3635,24.5878,30.9654,27.7295,27.8581,25.654,30.0188,28.9465,34.4645,29.8165,33.5283,33.9672,31.9737,30.7737,37.6738,33.7719,42.5304,47.693,29.6313,0.864859580279036,0.0219354466768483
"33311","ENSG00000148396.14","protein_coding","-","SEC16A",11843,"chr9",48,48,17.4303,20.8475,19.4396,20.0229,23.8695,13.6734,16.0937,15.7109,19.9278,21.6329,21.1653,19.5419,23.6915,20.5706,22.6993,17.9642,21.7261,23.9434,20.7267,19.5675,21.048,21.3024,20.002,22.3737,0.89726870916228,0.0364983444976467
"33319","ENSG00000154529.10","protein_coding","+","CNTNAP3B",9692,"chr9",48,48,0.518151,0.643972,0.367058,0.314571,0.51424,0.411022,0.489948,0.52576,0.300338,0.608236,0.75251,0.392263,0.331549,0.996244,0.820181,0.407803,0.688901,0.653794,0.867471,0.85656,0.848286,0.420912,0.597303,0.386792,0.741267168423357,0.0392141872499089
"33368","ENSG00000164976.8","protein_coding","-","KIAA1161",6398,"chr9",48,48,6.42396,8.98386,7.17553,6.4596,10.9303,7.22257,12.7453,6.57637,9.55431,9.9314,14.5364,16.9055,6.34417,6.75252,10.9336,5.09119,5.95604,6.02492,6.62197,6.93267,7.71015,7.61786,9.78854,7.24425,1.34966629846648,0.0351617920987721
"33404","ENSG00000165271.12","protein_coding","-","NOL6",4381,"chr9",48,48,13.8762,14.379,16.2794,14.8463,13.6517,10.6388,13.5675,13.6252,12.3687,15.0516,14.3821,14.4271,22.7765,14.2693,16.7921,14.4037,14.6457,18.6823,16.8579,14.0226,17.5686,17.0062,12.5733,15.2469,0.857571476008378,0.0181509627831854
"33412","ENSG00000165661.11","protein_coding","-","QSOX2",4530,"chr9",48,48,12.282,11.7593,14.3976,10.4694,11.1741,10.2449,12.6152,12.7914,13.214,15.1323,15.3737,13.3021,14.6724,15.057,12.6983,13.5388,12.9417,14.26,14.7749,14.3468,14.4421,17.774,17.4135,19.3345,0.842773125006896,0.00507662335340171
"33439","ENSG00000168913.6","protein_coding","-","ENHO",1082,"chr9",48,48,50.6883,39.9761,37.1065,42.11,49.0859,67.0073,65.5279,45.8838,28.0754,46.5755,54.4316,80.9905,26.1034,49.3099,38.871,33.8837,41.0886,27.3296,33.6715,40.5553,37.8309,37.3063,43.235,52.1278,1.31680399208347,0.0207963100293868
"33440","ENSG00000169071.10","protein_coding","-","ROR2",4846,"chr9",48,48,0.272711,0.149761,0.139832,0.384476,0.25712,0.411022,0.70958,0.390564,0.246431,0.387549,0.226319,0.274584,0.663098,0.945154,0.566671,0.534362,0.268839,0.58115,0.170092,0.0489463,0.541459,0.974745,0.494736,0.59777,0.602776821367917,0.0320321724709545
"33443","ENSG00000169692.8","protein_coding","-","AGPAT2",1512,"chr9",48,48,1.48588,0.959975,1.34449,1.79237,0.515048,3.68854,4.22356,2.98499,0.839183,3.45029,3.73559,2.20012,3.02009,1.80117,2.29414,4.41682,2.90803,1.8626,4.68829,2.82373,2.08247,6.95818,7.69616,4.95872,0.598105839544368,0.037681779660702
"33471","ENSG00000172889.11","protein_coding","+","EGFL7",2335,"chr9",48,48,1.41495,0.683782,1.37846,0.943011,0.600323,0.767721,1.54277,1.30938,0.703227,1.00539,0.58712,0.732683,1.6659,1.16633,0.928464,0.817159,0.976399,0.904578,1.90623,1.21898,1.04882,2.20687,2.17874,1.60548,0.701928061621937,0.0310048097014876
"33511","ENSG00000180071.14","protein_coding","-","ANKRD18A",6066,"chr9",48,48,0.0435727,0.0478563,0.0558543,0.139614,0.12838,0.0985069,0.161962,0.120005,0.0984344,0.0946014,0.126561,0.0783426,0.167285,0.183664,0.142958,0.134808,0.187924,0.261151,0.353296,0.234613,0.0288374,0.0707912,0.144598,0.140455,0.582180010872128,0.0179277996925072
"33515","ENSG00000180549.7","protein_coding","-","FUT7",2584,"chr9",48,48,0.562583,0.842579,0.917834,1.24544,0.843849,1.07915,0.506948,0.732459,0.491039,0.343213,0.148552,0.257475,0.523607,0.526968,0.503397,0.421952,0.441156,0.204353,0.510382,0.550759,0.609267,0.166184,0.181038,0.395665,1.58322773345452,0.0362295300475792
"33521","ENSG00000182154.7","protein_coding","+","MRPL41",1262,"chr9",48,48,19.792,10.8114,14.229,17.8506,14.1928,28.0937,23.0954,19.4967,10.4091,16.5765,14.1655,19.2049,12.9993,12.7517,15.1173,13.6075,9.29094,11.1579,16.4592,11.277,16.3561,13.7809,14.0396,17.418,1.26581865416451,0.0398251934955203
"33541","ENSG00000186051.4","protein_coding","+","TAL2",630,"chr9",48,47,1.67817,2.76473,2.42009,0.537712,1.48334,0.632321,2.07929,1.15548,2.13251,1.82175,0.696343,1.05606,1.61071,1.57193,1.37648,1.298,2.8434,2.23512,3.40174,2.63548,3.60961,2.72647,1.94918,2.43428,0.666529300457887,0.0202006803990877
"33553","ENSG00000187186.10","protein_coding","-","RP11-195F19.5",1711,"chr9",48,48,10.9679,5.68377,7.22772,9.70144,5.46173,10.0114,8.23027,9.87054,4.31862,7.07368,5.32025,6.77704,6.12843,5.5709,5.74407,6.13347,4.94925,5.96664,5.10651,4.852,5.5208,4.1411,4.44289,6.77217,1.38752205593202,0.00714580006734015
"33554","ENSG00000187210.8","protein_coding","+","GCNT1",6298,"chr9",48,46,0.0629514,0.0921869,0.0268984,0.0537883,0.148381,0.0948782,0.0519987,0.0462339,0.0829573,0.0579833,0.156727,0.0301827,0.21483,0.157243,0.0688461,0.281324,0.181001,0.111792,0.209404,0.112985,0.0833252,0.647743,0.380675,0.108225,0.35394129639739,0.0149314682112431
"33578","ENSG00000188483.6","protein_coding","-","IER5L",2706,"chr9",48,48,3.66286,3.59384,1.94072,3.44267,3.28077,3.45954,1.75483,2.63634,3.17197,2.85326,1.39828,1.68595,2.25,3.93419,2.67056,3.12269,5.71718,3.83774,4.50819,4.47039,3.42615,6.10962,3.91132,2.45587,0.708430664089852,0.0150655370003888
"33594","ENSG00000196305.13","protein_coding","-","IARS",4791,"chr9",48,48,35.9422,33.4771,38.5415,35.4243,35.3697,29.6838,31.5458,33.7614,39.461,38.5138,39.4424,30.0352,37.8422,38.7311,33.2744,40.7933,37.3558,39.1269,40.3617,38.9134,39.2135,45.2634,49.9439,34.7841,0.885607492120015,0.0109759029291049
"33595","ENSG00000196312.7","protein_coding","-","HIATL2",796,"chr9",48,48,2.82242,6.74684,4.8949,3.83018,8.41365,5.00455,6.78838,2.74354,7.59506,8.25781,8.40467,6.32839,7.86134,9.48639,11.439,3.42438,10.843,10.1718,10.3551,9.53542,8.79032,11.0592,7.12576,4.49547,0.686799185139135,0.00945912810782793
"33628","ENSG00000198113.2","protein_coding","+","TOR4A",4148,"chr9",48,48,0.318601,0.279939,0.408404,0.367506,0.300387,0.240093,0.671082,0.561583,0.377868,0.515647,0.356943,0.45827,0.652363,0.805767,0.627183,0.657138,0.471117,0.76381,0.596143,0.629009,0.590401,0.776433,0.281945,0.534039,0.657561837302724,0.000973184592654877
"33640","ENSG00000198870.6","protein_coding","+","C9orf96",3935,"chr9",48,48,1.5449,1.29103,0.774919,1.29133,2.09778,1.11359,0.707408,1.29496,0.948385,0.981057,0.766464,1.03861,0.687675,1.19543,1.02843,0.484896,0.910467,1.11827,0.628412,1.38639,0.844631,0.436513,0.802457,0.389732,1.39715622532672,0.0345561692529778
"33644","ENSG00000198963.6","protein_coding","+","RORB",9591,"chr9",48,48,1.68106,3.58671,2.96739,1.99561,3.34528,2.22212,3.94379,1.54835,3.14396,3.97069,4.12236,2.42791,1.93971,2.28451,1.50694,1.6626,2.78462,2.918,3.17984,2.6462,2.57166,1.88047,1.60348,1.04823,1.34307541690585,0.0336751910013346
"33684","ENSG00000204054.7","processed_transcript","+","LINC00963",9557,"chr9",48,48,1.38282,2.01996,2.65888,1.27606,1.80897,0.75029,0.942338,1.18824,1.55414,1.76861,1.24512,1.28292,1.41572,2.75894,1.66353,1.24069,2.74341,2.30218,2.72542,2.77971,2.23304,1.99949,1.41951,1.39073,0.724630345605226,0.0228759970687786
"33965","ENSG00000232000.2","pseudogene","-","RP11-54D18.3",1944,"chr9",48,48,0.47587,0.671983,0.435715,0.609905,0.56083,0.409838,0.926535,0.374461,0.76788,0.402534,0.677001,0.342241,0.347994,0.445745,0.371736,0.42065,0.335081,0.271629,0.169602,0.488053,0.5399,0.552237,0.391039,0.175308,1.47589961707475,0.0107423862153821
"34252","ENSG00000265806.1","miRNA","+","MIR4292",67,"chr9",48,48,13.8073,25.9967,30.3414,25.2805,13.9478,14.8643,29.3273,10.865,30.078,25.6949,26.1908,26.9531,37.8638,25.8665,36.672,16.2735,19.4447,34.1523,36.9075,31.8618,28.7194,28.8416,27.0558,35.6059,0.760851327488805,0.0215517717630849
"34356","ENSG00000210195.2","Mt_tRNA","+","MT-TT",66,"chrM",48,48,54.0638,46.1835,69.3024,12.8318,63.7161,96.5726,32.2526,44.1183,58.8056,48.2162,34.0654,53.2829,17.9375,13.1292,17.5189,30.9751,24.6742,42.6705,2.49778,7.18768,10.6017,35.7849,66.4492,28.3999,2.05962557536843,0.00320675639970901
